"policeman","11","-1","policeman"
"speaker","11","2722","speaker, speakers"
"earn","11","5233","earn, earns, earned"
"conduct","11","3106","conduct, conducted"
"theirs","11","-1","theirs"
"secret","11","2599","secret, secrets"
"parishioner","11","-1","parishioner, parishioners, parishioners'"
"train","11","7081","train, trains, trained"
"communion","11","-1","communion"
"shop","11","342","shop, shops"
"queen","11","2459","queen, queens"
"generally","11","2005","generally"
"traffic","11","1434","traffic"
"citizen","11","4293","citizen, citizens"
"blow","11","9251","blow, blows, blowing"
"australia","11","701","australia"
"marsa","11","-1","marsa"
"repeat","10","6169","repeat, repeats, repeated, repeating"
"shore","10","5220","shore, shores"
"shatter","10","-1","shatter, shattered"
"hit","10","1550","hit, hits"
"thick","10","4799","thick"
"housing","10","1420","housing"
"somewhere","10","4725","somewhere"
"statue","10","-1","statue, statues"
"distance","10","1367","distance, distances"
"helicopter","10","9440","helicopter, helicopters"
"yourself","10","1601","yourself, yourselves"
"birth","10","2222","birth"
"west","10","443","west"
"publish","10","942","publish, published"
"papal","10","-1","papal"
"steal","10","7753","steal, stolen, stealing"
"organisation","10","4008","organisation, organisations"
"error","10","898","error, errors"
"army","10","1839","army, armies"
"ally","10","-1","ally, allies, allied"
"barely","10","8207","barely"
"contrary","10","6810","contrary"
"belief","10","5375","belief, beliefs"
"weren","10","-1","weren"
"difference","10","3079","difference, differences"
"possibly","10","3871","possibly"
"surrender","10","-1","surrender, surrenders, surrendered, surrendering"
"ballot","10","-1","ballot, ballots"
"policy","10","141","policy, policies"
"hero","10","5884","hero, heroes"
"objection","10","-1","objection, objections"
"solidarity","10","-1","solidarity"
"pound","10","4006","pound, pounds"
"import","10","6805","import, imports, imported, importing"
"countryside","10","-1","countryside"
"flew","10","-1","flew"
"prefer","10","4350","prefer, prefers"
"hurt","10","5092","hurt, hurting"
"anybody","10","6008","anybody"
"jack","10","1764","jack, jacks"
"operation","10","1301","operation, operations"
"equivalent","10","3182","equivalent"
"suggest","10","3017","suggest, suggested, suggesting"
"germany","10","868","germany"
"recently","10","1315","recently"
"contraception","10","-1","contraception"
"dead","10","1699","dead"
"confirm","10","3357","confirm, confirms, confirmed, confirming"
"sacred","10","6509","sacred"
"absorb","10","-1","absorb, absorbed"
"hell","10","3339","hell"
"weight","10","886","weight, weights"
"distinguish","10","7424","distinguish, distinguished"
"resignation","10","-1","resignation"
"rabbit","10","6574","rabbit, rabbits"
"route","10","2531","route, routes"
"holiday","10","960","holiday, holidays"
"export","10","3100","export, exports, exported"
"recent","10","547","recent"
"example","10","582","example, examples"
"impossible","10","4445","impossible"
"resource","10","803","resource, resources"
"mineral","10","7094","mineral, minerals"
"total","10","314","total"
"gate","10","4068","gate, gates, gated"
"discussion","10","2488","discussion, discussions"
"address","10","248","address, addressed"
"employment","10","1023","employment"
"conversation","10","9066","conversation, conversations"
"freely","10","8159","freely"
"fiction","10","1734","fiction, fictions"
"afraid","10","5794","afraid"
"acquire","10","5201","acquire, acquired"
"beer","10","3623","beer"
"anger","10","7313","anger"
"arabic","10","6199","arabic"
"throughout","10","1619","throughout"
"cyprus","10","4992","cyprus"
"liberty","10","4168","liberty, liberties"
"anglican","10","-1","anglican, anglicans"
"traditional","10","1720","traditional"
"bit","10","3688","bit, bits"
"strategic","10","2565","strategic"
"physical","10","1268","physical"
"stretch","10","5571","stretch, stretches, stretching"
"wilson","10","3010","wilson"
"wire","10","9575","wire, wires, wired"
"jerome","10","-1","jerome"
"season","10","1059","season, seasons"
"chime","10","-1","chime, chimed, chimes, chiming"
"passport","10","-1","passport, passports"
"gaddafi","10","-1","gaddafi"
"progress","9","1727","progress"
"skin","9","1508","skin, skins"
"sweat","9","-1","sweat, sweated"
"bronze","9","6230","bronze"
"tool","9","400","tool, tools"
"element","9","1858","elements"
"information","9","48","information"
"silent","9","5151","silent"
"tend","9","-1","tend, tended, tending"
"bottom","9","1795","bottom, bottomed"
"smell","9","8313","smell, smells"
"mix","9","3035","mix, mixed"
"ear","9","7762","ear, ears"
"neighbourhood","9","-1","neighbourhood, neighbourhoods"
"sudden","9","8033","sudden"
"credit","9","436","credit, credits, credited"
"ferry","9","6573","ferry, ferries, ferrying"
"ecclesiastical","9","-1","ecclesiastical"
"silently","9","-1","silently"
"abroad","9","4604","abroad"
"underground","9","4220","underground"
"realm","9","8787","realm, realms"
"silence","9","6643","silence"
"resist","9","9956","resist, resisting"
"justify","9","-1","justify, justified, justifies, justifying"
"regret","9","-1","regret, regrets, regretted, regretting"
"sentiment","9","-1","sentiment, sentiments"
"attention","9","1835","attention"
"compare","9","2326","compare, compared, compares, comparing"
"replace","9","4569","replace, replaced, replacing"
"reject","9","6678","reject, rejected"
"independent","9","1263","independent"
"range","9","6455","range, ranged, ranges"
"grey","9","3938","grey"
"reduce","9","2679","reduce, reduced"
"fix","9","2463","fix, fixed"
"bury","9","7839","bury, buried"
"relative","9","2926","relative, relatives"
"box","9","2998","box, boxes"
"lift","9","-1","lifted, lifting"
"spectacle","9","-1","spectacle, spectacles"
"architect","9","6718","architect, architects"
"describe","9","1827","describe, described, describes"
"enthusiasm","9","-1","enthusiasm, enthusiasms"
"wrong","9","1672","wrong"
"separate","9","6286","separate, separated, separating"
"pear","9","-1","pear, pears"
"quick","9","933","quick"
"subsidy","9","-1","subsidy, subsidies"
"suspect","9","9004","suspect, suspects, suspected"
"angel","9","4878","angel, angels"
"aside","9","5483","aside"
"chase","9","-1","chase, chased, chasing"
"instance","9","2964","instance"
"explain","9","9148","explain, explained, explaining"
"sector","9","5083","sector, sectors"
"company","9","177","company, companies"
"business","9","70","business"
"quiet","9","-1","quiet, quieting"
"hunting","9","3706","hunting"
"budget","9","1382","budget, budgets"
"fair","9","1666","fair"
"taxation","9","6933","taxation"
"flow","9","1766","flow, flowed"
"beg","9","-1","beg, begs, begged, begging"
"success","9","1385","success"
"africa","9","1004","africa"
"african","9","-1","african, africans"
"portion","9","3268","portion"
"sack","9","-1","sack, sacked, sacking"
"rightly","9","-1","rightly"
"experience","9","3171","experience, experienced, experiences"
"pressure","9","1607","pressure, pressured, pressures"
"formation","9","4062","formation, formations"
"mid","9","2044","mid"
"fate","9","7887","fate"
"fleet","9","6012","fleet, fleets"
"greatly","9","5516","greatly"
"civilian","9","8188","civilian, civilians"
"main","9","372","main, mains"
"promote","9","2405","promote, promotes, promoting"
"develop","9","1283","develop, developed, developing"
"note","9","459","note, notes, noted"
"sight","9","4975","sight, sights, sighted"
"d","9","157","d"
"commission","9","-1","commission, commissioned"
"dominion","9","-1","dominion, dominions"
"dignity","9","-1","dignity"
"everywhere","9","5680","everywhere"
"betray","9","-1","betray, betrayed, betraying"
"due","9","760","due"
"powerful","9","2388","powerful"
"legislation","9","2648","legislation"
"conservative","9","4599","conservative, conservatives"
"guard","9","3540","guard, guards, guarded, guarding"
"manufacture","9","6501","manufacture, manufactured"
"interdiction","9","-1","interdiction"
"finger","9","6404","finger, fingers"
"clause","9","4840","clause, clauses"
"russia","9","2330","russia"
"engine","9","1033","engine"
"spanner","9","-1","spanner, spanners"
"demonstrator","9","-1","demonstrators, demonstrators'"
"pius","9","-1","pius"
"row","9","7724","row, rows"
"kenya","9","5128","kenya"
"cemetery","9","5822","cemetery"
"incorporation","9","-1","incorporation"
"hume","9","-1","hume"
"connection","8","1326","connection, connections"
"disappear","8","-1","disappears, disappeared"
"protection","8","913","protection"
"constitute","8","2732","constitute, constitutes, constituted"
"fashion","8","-1","fashion, fashioned"
"herself","8","4945","herself"
"resistance","8","3655","resistance"
"bright","8","3756","bright"
"touch","8","2191","touch, touches, touched"
"alive","8","4336","alive"
"construction","8","903","construction"
"device","8","1633","device, devices"
"secure","8","1299","secure, secured"
"chain","8","2241","chain, chains"
"charge","8","1452","charge, charged"
"dog","8","2794","dog, dogs"
"record","8","2980","record, records, recorded"
"heat","8","2026","heat, heated"
"heavy","8","2144","heavy"
"scene","8","4888","scène, scene, scenes"
"cliff","8","9035","cliff, cliffs"
"opening","8","2264","opening"
"news","8","58","news"
"discourage","8","-1","discouraged"
"welfare","8","4021","welfare"
"accompany","8","7229","accompanied, accompanies, accompanying"
"construct","8","5539","construct, constructed"
"procession","8","-1","procession, processions"
"external","8","1641","external"
"privilege","8","8958","privilege, privileges, privileging"
"shout","8","-1","shout, shouted, shouting"
"attend","8","3606","attend, attended"
"sung","8","-1","sung"
"youth","8","1606","youth, youths"
"central","8","685","central"
"editor","8","1219","editor"
"lesson","8","3951","lesson, lessons"
"besides","8","5321","besides"
"race","8","6306","race, races, racing"
"flatter","8","-1","flatter, flattered, flattering"
"ambitious","8","-1","ambitious"
"instruct","8","-1","instructs, instructed, instructing"
"conscience","8","-1","conscience, consciences"
"drift","8","-1","drift, drifts, drifted, drifting"
"release","8","1570","release, released, releasing"
"rate","8","351","rate"
"map","8","196","map"
"journey","8","3781","journey, journeys"
"parade","8","6902","parade, paraded, parading"
"weary","8","-1","weary, wearying"
"nowhere","8","9380","nowhere"
"german","8","-1","german, germans"
"spoil","8","-1","spoil, spoils, spoiled, spoiling"
"iron","8","2440","iron"
"association","8","725","association, associations"
"false","8","2391","false"
"teeth","8","6278","teeth"
"scheme","8","2802","scheme, schemes"
"beneath","8","7736","beneath"
"greet","8","-1","greet, greeted"
"apply","8","1060","apply, applied, applying"
"outcome","8","4734","outcome, outcomes"
"york","8","411","york"
"pamphlet","8","-1","pamphlet, pamphlets"
"prickly","8","-1","prickly"
"distinction","8","8136","distinction"
"envy","8","-1","envy, envies, envied"
"encyclical","8","-1","encyclical, encyclicals"
"motorcycle","8","4538","motorcycle, motorcycles"
"generosity","8","-1","generosity"
"solve","8","4952","solve, solved, solving"
"task","8","2034","task, tasks"
"structure","8","1198","structure, structures, structured"
"candle","8","6502","candle, candles"
"indefinitely","8","-1","indefinitely"
"cathars","8","-1","cathars"
"responsible","8","1236","responsible"
"distribute","8","2818","distribute, distributed"
"consecrate","8","-1","consecrated"
"parent","8","1333","parents, parents'"
"recommend","8","1574","recommend, recommended"
"waste","8","-1","waste, wasted, wasting"
"riot","8","-1","riot, riots"
"previously","8","2845","previously"
"pace","8","5320","pace, paced, pacing"
"festa","8","-1","festa"
"skill","8","4390","skill, skills"
"argue","8","8029","argue, argued, arguing"
"deliver","8","7279","deliver, delivered, delivering"
"resign","8","-1","resign, resigned, resigning"
"anywhere","8","3203","anywhere"
"study","8","507","study, studied, studying"
"arrange","8","6416","arrange, arranged, arranging"
"sergeant","8","-1","sergeant, sergeants"
"spending","8","3744","spending"
"worth","8","1707","worth"
"desperately","8","-1","desperately"
"salary","8","8791","salary, salaries"
"proper","8","2817","proper"
"s","8","89","s"
"doesn","8","-1","doesn"
"quo","8","-1","quo"
"workshop","8","4202","workshop, workshops"
"adopt","8","3313","adopt, adopts, adopted"
"dismissal","8","-1","dismissal, dismissals"
"employer","8","3108","employer, employers"
"uk","8","290","uk"
"silver","8","1086","silver"
"pm","8","77","pm"
"fine","8","1113","fine, finest"
"quality","8","391","quality, qualities"
"tolerate","8","-1","tolerate, tolerated"
"necessarily","8","4385","necessarily"
"final","8","819","final"
"lock","8","5806","lock, locked"
"careful","8","5468","careful"
"border","8","-1","border, borders, bordered"
"tiny","8","4105","tiny, tiniest"
"parallel","8","3939","parallel, paralleled"
"approve","8","1581","approve, approved, approving"
"continent","8","-1","continent, continents"
"sport","8","295","sport, sports, sporting"
"embody","8","-1","embody, embodied, embodying"
"drown","8","-1","drown, drowning"
"halt","8","-1","halt, halted, halting"
"reassure","8","-1","reassure, reassured, reassuring"
"article","8","410","article, articles"
"sufficient","8","3613","sufficient"
"canada","8","429","canada"
"rank","8","2218","rank, ranks"
"naval","8","7245","naval"
"equality","8","6823","equality"
"estimate","8","2433","estimate, estimates, estimated"
"miracle","8","9105","miracle, miracles"
"otherwise","8","1544","otherwise"
"ridiculous","8","-1","ridiculous"
"clothes","8","2887","clothes"
"flock","8","-1","flock"
"novel","8","7618","novel, novels"
"myself","8","2131","myself"
"fully","8","1690","fully"
"prospect","8","-1","prospect, prospects, prospecting"
"student","8","357","student, students"
"tea","8","2861","tea, teas"
"passenger","8","7776","passenger, passengers"
"transmission","8","-1","transmissions"
"proof","8","2956","proof"
"barbara","8","3790","barbara"
"scatter","8","-1","scatter, scattered"
"mount","8","2205","mount, mounted, mounting"
"mboya","8","-1","mboya"
"signal","8","2382","signal, signals, signalled, signalling"
"procreation","8","-1","procreation"
"king","7","4587","king, kings"
"asleep","7","-1","asleep"
"link","7","3329","link, links, linked, linking"
"strength","7","2813","strength"
"pray","7","-1","pray, praying"
"everyday","7","4393","everyday"
"apart","7","4243","apart"
"carve","7","-1","carve, carved"
"shirt","7","2003","shirt, shirts"
"reveal","7","5059","reveal, revealed, revealing"
"founder","7","-1","founder, founders"
"sixty","7","-1","sixty, sixties"
"apparition","7","-1","apparition"
"ritual","7","-1","ritual, rituals"
"dry","7","2506","dry, dried"
"beach","7","6913","beach, beaches"
"connect","7","2791","connect, connects, connected, connecting"
"height","7","2576","height, heights"
"linguistic","7","-1","linguistic"
"childhood","7","5160","childhood"
"hotel","7","210","hotel"
"officially","7","7610","officially"
"oxford","7","3475","oxford"
"re","7","119","re"
"shame","7","8183","shame"
"beloved","7","-1","beloved"
"thrive","7","-1","thrive, thrived, thriving"
"supply","7","-1","supply, supplied, supplies, supplying"
"guide","7","1384","guide, guided, guides"
"exaggerate","7","-1","exaggerate, exaggerating"
"division","7","1146","division, divisions"
"none","7","934","none"
"dawn","7","5333","dawn"
"miller","7","2884","miller"
"institution","7","3145","institution, institutions"
"attract","7","-1","attract, attracts, attracted, attracting"
"beat","7","-1","beat, beating"
"appoint","7","4101","appoint, appointed"
"bless","7","9494","bless, blessed"
"medal","7","-1","medal, medals"
"noise","7","3060","noise, noises"
"brain","7","2385","brain, brains"
"raid","7","7169","raid, raids, raiding"
"list","7","106","list, lists"
"split","7","3683","split"
"occasional","7","8528","occasional"
"bend","7","-1","bend, bends"
"rebuild","7","-1","rebuild, rebuilding"
"vessel","7","7464","vessel, vessels"
"gun","7","5283","gun, guns, gunned"
"wartime","7","-1","wartime"
"hardship","7","-1","hardship, hardships"
"dollar","7","2018","dollar, dollars"
"transport","7","1746","transport, transports, transported"
"steel","7","1668","steel"
"network","7","1331","network, networks"
"fortify","7","-1","fortify, fortified"
"cannon","7","-1","cannon, cannons"
"reliable","7","3638","reliable"
"admit","7","6818","admit, admitted"
"declaration","7","5209","declaration, declarations"
"rerum","7","-1","rerum"
"novarum","7","-1","novarum"
"photograph","7","3715","photograph, photographs"
"dependent","7","3779","dependent, dependents"
"prevail","7","-1","prevail, prevailed, prevailing"
"minor","7","2672","minor"
"chief","7","1792","chief, chiefest"
"command","7","1361","command, commands, commanded"
"creation","7","2709","creation"
"aware","7","3009","aware"
"perfectly","7","5871","perfectly"
"mission","7","1564","mission"
"necessity","7","9307","necessity, necessities"
"enable","7","2040","enable, enabled, enabling"
"humanity","7","7811","humanity, humanities"
"respond","7","-1","respond, responds, responded"
"quote","7","-1","quote, quoted, quoting"
"unlike","7","5095","unlike"
"annual","7","941","annual"
"demonstrate","7","5493","demonstrate, demonstrated, demonstrating"
"slowly","7","5073","slowly"
"detail","7","226","detail, details, detailed"
"chemical","7","4632","chemical, chemicals"
"wealth","7","4722","wealth"
"specific","7","737","specific"
"embarrass","7","-1","embarrassed"
"hang","7","6085","hang, hangs, hanging"
"seriously","7","4586","seriously"
"anxious","7","-1","anxious"
"fit","7","1930","fit"
"meaning","7","2763","meaning"
"hostile","7","-1","hostile"
"knock","7","-1","knock, knocked, knocking"
"truth","7","2275","truth"
"chamber","7","3587","chamber, chambers"
"ideal","7","2978","ideal"
"dig","7","-1","dig, digging"
"expression","7","2552","expression, expressions"
"wouldn","7","-1","wouldn"
"battleship","7","-1","battleship, battleships"
"resolve","7","5954","resolve, resolved"
"suggestion","7","6150","suggestion, suggestions"
"dismiss","7","-1","dismissed, dismissing"
"elsewhere","7","4597","elsewhere"
"ceremony","7","6613","ceremony, ceremonies"
"hm","7","-1","hm"
"neglect","7","-1","neglect, neglected, neglecting"
"master","7","1313","master, masters"
"original","7","690","original"
"assert","7","-1","assert, asserted, asserting"
"cycle","7","2697","cycle, cycles"
"acceptable","7","4669","acceptable"
"eternity","7","-1","eternity"
"contemplate","7","-1","contemplate, contemplated, contemplating"
"contract","7","1203","contract, contracts, contracted"
"often","7","865","often"
"formal","7","3407","formal"
"wednesday","7","1197","wednesday"
"leak","7","-1","leaks, leaked"
"document","7","1255","document, documents, documented"
"pride","7","4699","pride"
"reference","7","665","reference, references"
"assurance","7","5433","assurance, assurances"
"aspect","7","4488","aspect, aspects"
"international","7","214","international"
"complain","7","-1","complain, complained, complaining"
"perfect","7","1355","perfect, perfects"
"warning","7","1397","warning, warnings"
"accessory","7","3867","accessory, accessories"
"choice","7","1177","choice"
"exile","7","-1","exile, exiled"
"camp","7","-1","camp, camped"
"sunshine","7","6610","sunshine"
"gift","7","590","gift"
"understanding","7","1669","understanding"
"dialect","7","-1","dialect, dialects"
"integrate","7","7599","integrate, integrated, integrating"
"concede","7","-1","concede, conceded"
"shade","7","-1","shade, shades, shaded"
"impose","7","9780","impose, imposed, imposing"
"visible","7","4406","visible"
"commemorate","7","-1","commemorate, commemorated, commemorating"
"establishment","7","4541","establishment, establishments"
"mystery","7","3777","mystery"
"rare","7","2681","rare"
"landscape","7","3778","landscape"
"broad","7","3515","broad, broader"
"michael","7","925","michael"
"function","7","852","function, functions"
"roy","7","5385","roy"
"normal","7","1457","normal"
"boom","7","7385","boom"
"easy","7","2902","easy, easier"
"belt","7","4120","belt, belts"
"aapso","7","-1","aapso"
"crisis","7","3751","crisis"
"flight","7","2060","flight, flights"
"stair","7","-1","stairs"
"wake","7","4773","wake, waking"
"suitable","7","3579","suitable"
"load","7","6593","load, loads, loaded"
"drink","7","2723","drink"
"normally","7","3703","normally"
"baroque","7","-1","baroque"
"pole","7","-1","pole, poles"
"furniture","7","1190","furniture"
"shipyard","7","-1","shipyard, shipyards"
"pendulum","7","-1","pendulum"
"escapement","7","-1","escapement"
"loss","7","4573","loss, losses"
"festivity","7","-1","festivities"
"spain","7","1599","spain"
"directive","7","-1","directive, directives"
"emigrant","7","-1","emigrant, emigrants"
"plot","7","3869","plot, plots"
"lust","7","-1","lust"
"methyl","7","-1","methyl"
"translation","7","2615","translation"
"turin","7","-1","turin"
"milan","7","8020","milan"
"libyan","7","-1","libyan"
"profession","6","-1","profession, professions"
"blasphemous","6","-1","blasphemous"
"forgotten","6","4750","forgotten"
"shipwreck","6","-1","shipwreck, shipwrecked"
"entertainment","6","706","entertainment, entertainments"
"token","6","-1","token, tokens"
"cement","6","9631","cement"
"invisible","6","8256","invisible"
"embrace","6","-1","embrace, embraces, embracing"
"loose","6","5226","loose"
"comrade","6","-1","comrade, comrades"
"co","6","682","co"
"basic","6","944","basic"
"frame","6","1783","frame, frames"
"lip","6","6560","lip, lips"
"horizon","6","7526","horizon"
"wrap","6","9075","wrap, wraps, wrapped"
"feeling","6","2934","feeling, feelings"
"locally","6","6492","locally"
"clerical","6","-1","clerical"
"carnival","6","8320","carnival"
"moscow","6","5987","moscow"
"mock","6","-1","mock, mocked, mocking"
"apocalypse","6","-1","apocalypse"
"tomorrow","6","3564","tomorrow"
"seed","6","4012","seed, seeds"
"weep","6","-1","weep, weeping"
"explanation","6","4473","explanation, explanations"
"editorial","6","2550","editorial, editorials"
"rival","6","-1","rival, rivals"
"special","6","272","special"
"incarnation","6","-1","incarnation"
"determine","6","2327","determine, determined"
"obnoxious","6","-1","obnoxious"
"multiply","6","-1","multiply, multiplied"
"gathering","6","5748","gathering, gatherings"
"gossip","6","9151","gossip"
"smooth","6","-1","smooth, smoothed, smoothing"
"plane","6","4009","plane"
"readily","6","8171","readily"
"survive","6","7116","survive, survives, surviving"
"plague","6","-1","plague, plagued, plagues"
"properly","6","3541","properly"
"former","6","1752","former"
"wound","6","9116","wound, wounds, wounding"
"skeleton","6","-1","skeleton, skeletons"
"govern","6","-1","govern, governed, governing"
"sang","6","-1","sang"
"medical","6","500","medical"
"vast","6","5437","vast"
"requirement","6","824","requirement, requirements"
"entitle","6","3962","entitles, entitled"
"erect","6","-1","erected"
"county","6","301","county, counties"
"honest","6","5697","honest"
"anthem","6","-1","anthem, anthems"
"discover","6","4340","discover, discovered"
"comfortable","6","3745","comfortable"
"extract","6","5756","extract, extracted, extracting"
"socialism","6","-1","socialism"
"commercial","6","884","commercial"
"appropriate","6","1151","appropriate, appropriated"
"advocate","6","-1","advocates, advocated, advocating"
"truly","6","3477","truly"
"plausible","6","-1","plausible"
"basis","6","1360","basis"
"fulfil","6","-1","fulfil, fulfilled, fulfilling"
"yugoslavia","6","9472","yugoslavia"
"l","6","262","l"
"active","6","953","active"
"blame","6","-1","blame, blamed"
"camera","6","1266","camera, cameras"
"ministry","6","2622","ministry"
"calculate","6","4229","calculated, calculating"
"april","6","518","april"
"ellul","6","-1","ellul"
"modify","6","1568","modify, modified"
"fascist","6","-1","fascist, fascists"
"desirable","6","9036","desirable"
"immigrant","6","9438","immigrant, immigrants"
"crumb","6","-1","crumb, crumbs"
"amongst","6","7518","amongst"
"xi","6","7566","xi"
"deliberately","6","-1","deliberately"
"deed","6","-1","deed, deeds"
"pronouncement","6","-1","pronouncements"
"prayer","6","4200","prayer, prayers"
"educate","6","9301","educate, educated"
"comfort","6","2834","comfort, comforted"
"owner","6","1349","owner, owners"
"manner","6","2806","manner, manners"
"transmit","6","9615","transmit, transmitted, transmitting"
"hearing","6","2096","hearing"
"content","6","394","content"
"simple","6","-1","simple, simplest"
"ill","6","4319","ill"
"coat","6","5340","coat, coats"
"introduction","6","1337","introduction"
"behaviour","6","4758","behaviour"
"criticise","6","-1","criticise, criticised, criticising"
"settle","6","7876","settle, settled, settling"
"fish","6","1562","fish, fished"
"precise","6","7488","precise"
"card","6","645","card, cards"
"perceive","6","8421","perceived"
"paint","6","5885","paint, painted"
"drag","6","-1","drag, dragged, dragging"
"entirely","6","4568","entirely"
"wary","6","-1","wary, warier"
"confidence","6","3354","confidence"
"echo","6","-1","echo, echoed, echoing"
"sufficiently","6","9924","sufficiently"
"desk","6","2466","desk"
"angle","6","-1","angle, angled, angles"
"roof","6","-1","roof, roofs"
"clean","6","1808","clean, cleaned"
"automatically","6","2284","automatically"
"machinery","6","5093","machinery"
"sooner","6","-1","sooner"
"somebody","6","5703","somebody"
"bridge","6","2288","bridge, bridges"
"worship","6","4939","worship, worships, worshipped"
"abstract","6","1474","abstract"
"curia","6","-1","curia"
"post","6","136","post, posts"
"divide","6","4986","divided, divides"
"communication","6","1256","communication, communications"
"production","6","883","production"
"strictly","6","6100","strictly"
"forget","6","3062","forget, forgets"
"native","6","-1","native, natives"
"hurry","6","-1","hurry, hurried, hurrying"
"tabone","6","-1","tabone"
"length","6","1154","length, lengths"
"workforce","6","5655","workforce"
"existent","6","-1","existent"
"pack","6","1569","pack, packed"
"transfer","6","5723","transfer, transferred"
"redundancy","6","-1","redundancy, redundancies"
"suspend","6","7588","suspend, suspended"
"inevitably","6","-1","inevitably"
"garden","6","661","garden, gardens"
"preferred","6","3734","preferred"
"draft","6","-1","draft, drafts, drafted, drafting"
"adequate","6","4554","adequate"
"america","6","571","america"
"rough","6","5547","rough, roughed"
"participate","6","3135","participate, participated, participating"
"september","6","493","september"
"modest","6","-1","modest"
"catholicism","6","-1","catholicism"
"significant","6","1405","significant"
"invest","6","6186","invest, invested, investing"
"revelation","6","9571","revelation"
"leg","6","3384","leg, legs"
"key","6","3230","key, keys"
"pill","6","5158","pill, pills"
"agriculture","6","2729","agriculture"
"purchase","6","951","purchase, purchasing"
"rapid","6","3808","rapid"
"hung","6","6959","hung"
"primary","6","1242","primary"
"uniform","6","4720","uniform, uniforms"
"capture","6","7252","capture, captures, captured"
"inspect","6","-1","inspect, inspected, inspecting"
"legal","6","545","legal"
"professional","6","634","professional"
"rain","6","2946","rain, rains, raining"
"shift","6","-1","shift, shifts, shifted, shifting"
"profound","6","-1","profound"
"forbid","6","-1","forbid, forbids, forbidding"
"troop","6","4844","troops"
"george","6","1176","george"
"star","6","1404","star, stars"
"overlook","6","-1","overlooked, overlooking"
"collect","6","6582","collect, collects, collected, collecting"
"crusade","6","-1","crusade, crusades"
"obstacle","6","-1","obstacle, obstacles"
"sentence","6","9210","sentence, sentences"
"tongue","6","6176","tongue"
"accent","6","8872","accent, accents"
"spontaneous","6","-1","spontaneous"
"context","6","2001","context"
"fast","6","851","fast, fasting"
"clergy","6","-1","clergy"
"extend","6","2258","extends, extended, extending"
"johnson","6","2015","johnson"
"parliamentarian","6","-1","parliamentarian, parliamentarians"
"translate","6","7258","translate, translated, translating"
"dick","6","3044","dick"
"folk","6","4474","folk"
"tory","6","-1","tory, tories"
"altar","6","-1","altar, altars"
"wise","6","4990","wise"
"curtain","6","-1","curtain, curtains"
"rapidly","6","5426","rapidly"
"shopping","6","359","shopping"
"islander","6","-1","islander, islanders"
"indulgence","6","-1","indulgence, indulgences"
"wooden","6","4921","wooden"
"balcony","6","-1","balcony, balconies"
"retail","6","1409","retail"
"manager","6","918","manager, managers"
"prize","6","4299","prize, prized"
"consumer","6","1184","consumer"
"bird","6","3727","bird, birds"
"trap","6","-1","trap, traps, trapped, trapping"
"fist","6","7765","fist, fists"
"cold","6","1985","cold"
"lower","6","-1","lowered"
"community","6","249","community"
"household","6","2852","household, households"
"bbc","6","2856","bbc"
"wine","6","1398","wine"
"awake","6","-1","awake"
"pjazza","6","-1","pjazza"
"absolution","6","-1","absolution"
"confessional","6","-1","confessional, confessionals"
"mirror","6","-1","mirror, mirrors, mirrored"
"personally","6","4711","personally"
"tip","6","2764","tip, tips, tipping"
"bang","6","4050","bang, banged"
"magazine","6","1796","magazine, magazines"
"pellegrini","6","-1","pellegrini"
"voucher","6","-1","voucher, vouchers"
"bare","6","6958","bare"
"migrant","6","-1","migrants"
"spark","6","-1","spark, sparks"
"tom","6","1722","tom"
"prison","6","4389","prison"
"macmillan","6","-1","macmillan"
"coup","6","-1","coup"
"recognize","5","3798","recognize, recognized, recognizes"
"super","5","1208","super"
"apostle","5","-1","apostle"
"darkness","5","6662","darkness"
"reading","5","838","reading"
"hatred","5","-1","hatred"
"salvation","5","9264","salvation"
"loyalty","5","-1","loyalty, loyalties"
"fiat","5","-1","fiat, fiats"
"naked","5","1894","naked"
"limb","5","-1","limb, limbs"
"blind","5","-1","blind, blinds, blinded"
"admire","5","-1","admire, admired"
"tight","5","3985","tight"
"partner","5","1556","partner, partners"
"tire","5","5677","tired"
"neck","5","4093","neck, necks"
"milk","5","3566","milk"
"hat","5","3144","hat"
"cradle","5","-1","cradle, cradles, cradling"
"infer","5","-1","infer, inferred"
"adolescence","5","-1","adolescence"
"grief","5","-1","grief, grieves"
"infant","5","8280","infant, infants"
"pair","5","2977","pair, pairs"
"speck","5","-1","speck, specks"
"mist","5","-1","mist, mists, misted"
"dip","5","-1","dip, dipped, dipping"
"swell","5","-1","swell, swells, swelled, swelling"
"obvious","5","4449","obvious"
"fade","5","-1","faded, fading"
"yellow","5","982","yellow"
"dot","5","2929","dot, dots, dotting"
"jealous","5","-1","jealous"
"refer","5","2752","referred, referring"
"lesser","5","8733","lesser"
"kilometre","5","-1","kilometres"
"scale","5","1776","scale, scales"
"il","5","1514","il"
"deck","5","-1","deck, decks"
"university","5","192","university"
"rhodes","5","-1","rhodes"
"college","5","408","college"
"fabian","5","-1","fabian, fabians"
"marx","5","-1","marx"
"manifesto","5","-1","manifesto"
"triumph","5","9499","triumph, triumphed"
"secular","5","-1","secular"
"devotion","5","-1","devotion, devotions"
"site","5","51","site, sites"
"shower","5","-1","shower, showered"
"semen","5","-1","semen"
"accusation","5","-1","accusation, accusations"
